sentence,voice_phishing
저한테 다시 입금된다는 건가요? ,False
보내신 분의 카카오페이로 머니충전이 됩니다. ,False
카카오톡으로 송금을 보냈는데 잘못 보냇는데 어떡하죠? ,False
카카오톡 송금을 취소하는 방법을 알려드릴까요?  ,False
카카오톡의 더보기를 선택하세요,False
빨리 알려주세요,False
중간의 페이를 선택 후 다시 페이금액을 눌러주세요.,False
페이머니의 이용내역이 뜨는데요? ,False
결제내역에서 잘못 송금한 부분을 눌러주세요. ,False
송금취소 버튼을 누르시면 됩니다. ,False
다행히 취소가 되었어요. ,False
상대방이 송금을 받은 상태에서는 취소가 불가능하니 송금시에는 다시 한번 확인하시기 바랍니다. ,False
만약 잘못 송금했는데 상대방이 받으면 어떻게 하나요?,False
상대방에게 돌려달라고 요청하시거나 고객센터로 연락하셔야 합니다.,False
될 수 있으면 다시 확인하고 보내는게 좋겠네요?,False
네 그렇습니다. ,False
카카오페이 송금 수수료는 얼마에요?,False
매달 10회 무료이고 11회부터는 1건당 500원입니다. ,False
매달의 기준은 뭔가요?,False
매달 1일이  기준입니다. ,False
카카오톡 송금하기에 1/N정산하기가 있는데 이게 뭔가요? ,False
카카오톡 서비스로 전체 금액을 인원수에 맞게 나눠서 정산하는 기능입니다.  ,False
모임의 총무인데 진짜 유용할 것 같아요.,False
모임을 더 편하게 할 수 있어요. ,False
어떻게 사용하나요? ,False
카카오톡 채팅창 옆 더하기 버튼을 눌러주세요.,False
송금하기 버튼에서 1/N 정산하기를 눌러주세요,False
1/N하기와 직접 입력이 있네요? ,False
1/N하기를 누르시고 전체 금액을 입력하시면 됩니다. ,False
채팅방에 미참석한 사람도 들어가 있는데 어쩌죠? ,False
친구편집에서 삭제하시면 됩니다.,False
영수증 첨부도 되나요? ,False
사진 첨부로 영수증 사진을 찍으시면 됩니다. ,False
요청하기를 누르면 끝인가요? ,False
네 그렇습니다. ,False
미정산 알림은 뭔가요?,False
깜빡 잊고 정산을 하지 않으신 분으 위해 정해진 시간에 다시 한번 더 정산 알림을 카카오톡으로 보내주는 기능입니다. ,False
신기하네요.,False
모임의 편리성을 더하는 서비스입니다. ,False
모임후 카카오톡 정산하기 기능을 사용해보려고 하는데 알려주세요? ,False
카카오톡의 1/N 정산하기 기능을 안내해 드릴까요?,False
모임 후 금액을 인원수에 맞게 똑같이 나눠주는 기능입니다. ,False
똑같이 나누는 기능만 있나요? ,False
직접 입력할 수도 있습니다. ,False
두명이 더 많이 내기로 했어요.,False
채팅칸 옆의 더하기를 누른 후 카카오톡의 송금 메뉴를 눌러주세요. ,False
1/N 정산하기를 누르신 후 직접 입력을 눌러주세요. ,False
단체 채팅방에서 해야하나요? ,False
정산할 친구 한명의 채팅방에서 하셔도 됩니다. ,False
그럼 다른 사람들은 어떻게 하나요? ,False
친구 편집으로 추가하시면 됩니다. ,False
그다음은요?,False
직접 입력으로 각자 금액을 임력하신 후 요청하기를 하시면 됩니다. ,False
채팅방으로 요청이 가나요?,False
네 그렇습니다. ,False
감사합니다. ,False
상담을 마치겠습니다. ,False
카카오톡으로 정산을 할 수 있다는데 그게 뭔가요? ,False
카카오톡 서비스로 전체 금액을 인원수에 맞게 나눠서 이체를 받을 수 있는 기능입니다. ,False
와 신기하네요.,False
정산하는 방법을 알려드릴까요?,False
카카오톡 채팅방으로 들어가 채팅칸 옆의 더하기 버튼을 눌러주세요.,False
모임하는 단체채팅방에서만 이용할 수 있나요?,False
아닙니다. 개인의 채팅방에서 시작후 친구추가를 하셔도 됩니다. ,False
단체방에서 하는게 더 편하겠네요,False
인원 추가를 하지 않아도 되니 편할수 있습니다. ,False
1/N정산하기에서 어떻게 하나요? ,False
1/N 정산하기를 누르신 후 전체 금액을 입력하세요.,False
했어요,False
미정산 알림을 설정하시면 깜빡한 친구에게 다시 알람을 보낼 수 있습니다. ,False
오 내일로 설정할게요.,False
요청하기를 누르시면 단체톡방과 개인톡방으로 각각 보내집니다. ,False
"낸사람, 안낸사람도 볼 수 있나요?",False
정산현황을 누르시면 볼 수 있습니다. ,False
보내는 사람이 카카오페이를 이용하지 않으면 정산에 반영이 안되나요?,False
네 다른 계좌로 이체해 주셨다면 정산현황에서 친구 선택 후 정산완료 해주시면 됩니다. ,False
카카오톡 송금에 사다리타기가 있는데 뭔가요? ,False
카카오톡 서비스 중 복불복으로 돈을 내는 기능입니다.,False
왜 있는건가요?,False
모임에서 재밌게 즐기시기 위해서 입니다. ,False
어떻게 하나요?,False
카카오톡 송금에서 사다리타기를 선택하세요,False
사다리타기에 참여할 친구를 선택하세요. ,False
전체가 다 하는게 아닌가요? ,False
전체 참여 하실수도 있고 친구편집으로 일부만 사용할 수도 있습니다. ,False
금액과 랜덤강도를 선택하시면 됩니다. ,False
금액은 전체 금액인가요? ,False
그렇습니다. ,False
랜덤강도는 뭔가요? ,False
3단계로 나눠져 있습니다. ,False
금액은 정해진건가요?,False
"아닙니다. 1,3단계는 정해져 있으나 2단계는 랜덤으로 정해집니다. ",False
요청하기를 누르면 되나요?,False
사다리타기 게임을 시작하며 결과는 채팅창으로 바로 알려드립니다. ,False
OO은행에 보험료 자동이체가 안되었는데 어떡하나요?,False
자동이체 신청을 했는데 보험료가 이체되지 않았나요?,False
네 금액이 5000원 모자랐어요. ,False
잔액 부족으로 자동이체가 되지 않았네요.,False
잔액을 다시 넣으면 이체가 되나요?,False
OO은행는 연체지급을 하지 않습니다. ,False
그럼 다시 자동이체 안되는 건가요?,False
네. 다음달 같은날에 처리가 됩니다,False
이번달에는 자동이체가 안되는거네요? ,False
네 그렇습니다,False
그럼 다음달에 연체료가 생기잖아요?,False
직접 이체를 하셔야 합니다. ,False
아 그런 방법이있군요,False
도움이 되어 기쁘네요,False
자동이체를 해지하려면 어떻게 해야하나요?,False
자동이체 조회 항목에서 자동이체 해지를 선택하시면 됩니다.,False
그럼 바로 해지가 되나요?,False
자동이체 변경은 출금일 기준 전일까지 신청 가능합니다. ,False
오늘은 자동이체날이니 안되는거네요?,False
네 다음날 해지신청을 하셔야 합니다. ,False
OO은행에 26주적금이 있다는데 뭔가요?,False
매주 정해놓은 금액만큼 증액하여 저축을 하는 적금 상품입니다. ,False
26주적금 챌린지라는데 뭔가요? ,False
적금 만기 달성시 달성한 이자만큼 캐시백을 지급하는 내용입니다. ,False
이자가 2배인 셈인가요? ,False
그렇습니다. ,False
적금은 자동이체로 나가나요? ,False
네. 한번이라도 자동이체에 실패하면 챌린지도 실패하게 됩니다. ,False
만원씩 넣으면 어떻게 되나요?,False
"1주에 만원, 2주에 2만원씩 증액되어 26주 후 이자포함하여 3,519,568원입니다.",False
캐시백은 따로인가요?,False
네 따로 적용됩니다. ,False
비과세인가요?,False
아니요 과세입니다.,False
만약 자동이체가 안되면 어떻게 되나요? ,False
캐시백 지급이 안됩니다.,False
제가 이체하는건 안되나요?,False
캐시백 지급 조건이 자동이체이므로 안됩니다. ,False
한번 만들어봐야 겠네요. ,False
부담되지 않은 금액으로 적금을 시작해보세요.,False
센드라는 앱이 있다는데 뭔가요? ,False
편의점을 이용하는 간편한 송금을 할 수있게 해주는 앱입니다. ,False
모든 편의점이 다 되나요? ,False
CU편의점으로 가셔야 합니다,False
어떻게 신청하나요? ,False
구글스토어에서 앱을 다운로드 하시면 됩니다.,False
바로 사용할 수 있나요?,False
회원가입을 하셔야 합니다. ,False
공인인증서가 필요한가요?,False
아니요 휴대폰 본인인증으로 가능합니다.  ,False
센드 계정으로 송금액을 입력하라는데요? ,False
CU편의점에서 충전할 수 있습니다. ,False
카드로 충전할 수 있나요? ,False
현금으로 충전해야 합니다,False
현금을 찾아야 하니 귀찮은거 같은데요? ,False
공인인증서를 사용하지 않으시는 분들에게 편리한 송금방법입니다.,False
그럴수도 있겠네요,False
모든 은행으로 보낼 수 있는것도 장점입니다. ,False
수수료는 얼마죠? ,False
1건당 500원입니다.,False
은행을 갈 시간이없는데 출금 가능한 시간을 알 수 있나요?,False
ATM기를 사용하시면 24시간 가능합니다. ,False
전에는 출금한도가 걸려서 안되더라구요?,False
출금한도나 점검시간에는 출금이 안됩니다. ,False
ATM기에 출금한도가 있나요?,False
네 있습니다.,False
알려주세요.,False
주거래 은행이 어디인가요?,False
OO은행을 이용하고 있어요,False
OO은행 ATM기 1회한도 100만원 1일한도 600만원입니다. ,False
타행 카드로 출금해도 같은가요?,False
타행은 1회한도 70만원입니다,False
수표 출금은 얼마나되나요?,False
수표는 1회당 300만원까지 출금이 가능합니다,False
한도는 언제를 기준으로 하나요?,False
0시를 기준으로 합니다. ,False
수수료는 어떻게 되나요?,False
영업시간내에는 수수료가 무료입니다. 영업시간외 출금시 3만원부터 수수료가 있습니다,False
도움이 되었습니다. ,False
도움이 되었다니 기쁩니다.,False
고등학생인데 OO은행 ATM기 얼마나 출금할 수 있나요? ,False
"1일 한도 30만원, 한달 한도 100만원입니다.",False
제가 60만원을 뽑아야 하는데 ATM에서 2회 사용하면 뽑을 수 있나요?,False
안됩니다. 1일 한도가 30만원입니다.,False
다른 사람은 많이 뽑던데 저는 왜 안되나요?,False
청소년 한도에 걸리기 때문입니다.,False
은행 창구에 가면 되나요?,False
미성년자는 보호자의 동행이 필요합니다.,False
창구에도 한도가 있나요? ,False
창구거래는 100만원이 1일 한도입니다.,False
부모님 동행이 없으면요?,False
신분증과 통장 도장을 소지하면 가능합니다.,False
어떤 신분증이요?,False
청소년증이나 가족관계증명서를 가져가시면 됩니다.,False
도장을 꼭 가져가야 하나요?,False
통장에 도장으로 서명되었다면 도장을 가져가야 합니다.,False
서류랑 도장 통장 가져가면 부모님 동행 안해도 되나요? ,False
됩니다.,False
감사합니다. ,False
상담을 마치겠습니다. ,False
부모님께서 비상금으로 쓰라고 체크카드를 주셨어요. 제가　사용할 수 있나요?,False
부모님의 체크카드인가요?,False
네. ,False
체크카드 결제시 나이는 확인하지 않습니다. ,False
결제하면 어떻게 나오나요?,False
카드 소유주의 핸드폰으로 알림이 발송됩니다.,False
저는 알 수 없나요?,False
네 그렇습니다. ,False
제가 혹시 현금을 인출할 수도 있나요? ,False
비밀번호를 알고있다면 ATM기에서 출금할 수 있습니다. ,False
비밀번호 알고 있어요. ,False
ATM기에서 예금인출 하시면 됩니다. ,False
제가 혹시 카드를 잃어버리면 다른 사람이 돈을 뺄 수 있나요? ,False
비밀번호를 모르므로 불가능합니다. ,False
그럼 그사람이 물건같은걸 결제할 수 있나요?,False
할 수 있습니다. 분실에 주의하세요. ,False
잃어버리면 어떻게 하나요?,False
즉시 부모님께 알려 분실신고를 하시면 다른 사람이 사용할 수 없습니다.,False
그럼 저도 이용 못하는거네요? ,False
다시 찾은 후 분실 신고 해제를 하시면 됩니다. ,False
OO카드에서 문자가 왔는데요?,False
어떤 문자가 왔나요?,False
간편결제 5천원 할인 혜택으로 왔어요.,False
네 고객님.,False
이거 만원 이상 결제할때 5천원 할인해 준다는 문자인가요?,False
네. 맞습니다.,False
뭘 해야 할인해 주는 건가요?,False
카카오페이에 카드를 등록하면 됩니다.,False
제 카카오페이에 카드를 연결하라고요?,False
네. 맞습니다. ,False
그럼 제가 쓰던 연결 계좌는 해지되나요?,False
아닙니다. 계좌와 카드를 함께 연결하여 사용하시는 것입니다.,False
상품 결제 할 때 카카오페이에서 OO카드를 선택하면 되나요?,False
네 맞습니다. ,False
신청기간이 있나요?,False
네. 2020년 11월 30일까지 참여하실 수 있습니다.,False
기간이 지나면 할인쿠폰이 없어지나요?,False
네. 신청기간에만 적용됩니다. ,False
이벤트와 상관없이 등록해도 되나요? ,False
됩니다. 하지만 이벤트시 신청하시면 더 큰 혜택이 있으니 기간내 참여하시길 바랍니다.,False
전세금 대출을 받고 싶은데요?,False
전세금 대출에 대해 문의 주셨군요.,False
혹시 무주택자만 전세금 대출을 받을 수 있나요?,False
무주택자만 신청이 가능합니다.,False
세대주가 무주택자야 하나요?,False
세대구성원이 모두 무주택자야 합니다. ,False
전세자금대출 종류는 뭐가 있나요?,False
주거안정 월세자금과 버팀목 전세자금 있습니다,False
두가지 대출자격 조건을 문자로 받아볼수 있을까요?,False
네. 전화번호를 알려주세요.,False
000-000-0000입니다. ,False
문자 발송 해드렸습니다. ,False
말이 너무 어려운데요? ,False
대출 신청자의 자격요건이나 신용도를 조회해서 대출한다는 말입니다. ,False
이사를 2년 마다 가야 하는데 그때마다 상환하고 다시 대출해야 하나요? ,False
아닙니다. 대출 가능 조건이 유지된다면 이사할 때 상환하실 필요는 없습니다.,False
집을 사게되면 어떻게 하나요?,False
전액 상환하셔야 합니다.,False
대출 이자는 얼마인가요?,False
신용도에 따라 달라지므로 대출받으실 은행에 문의하시면 됩니다.,False
OO은행에서 전세금 대출이 가능하다는데 맞나요? ,False
네 가능합니다. ,False
어떤게 있나요?,False
직장인을 위한 전월세자금 대출과 청년을 위한 전월세자금 대출 방법이 있습니다. ,False
직장인 대출조건을 알려주세요,False
"직장에서 1년간 재직중이고 본인, 부부 합산 1주택 보유시 가능합니다. 또한 부부합산 연 소득이 1억을 초과하거나 소유한 주택이 9억원 이상이면 대출이 불가능 합니다.",False
어떻게 알아보나요? ,False
OO은행 앱에서 전체메뉴 중 전월세 보증금 대출을 선택하세요,False
나의 한도 확인하기 후 계약정보를 입력하시면 대출 한도와 금리를 예상할 수 있습니다. ,False
확인 후 대출 신청하기를 하면 되나요?,False
공인인증서로 로그인 후 서류를 제출하시면 됩니다. ,False
어떤 서류를 내야하나요? ,False
"주민등록등본, 소득금액증명원, 가족관계증명서, 혼인관계증명서, 건강보험자격득실 확인서, 건강보험료 납부확인서가 제출됩니다. ",False
자동으로 되나요?,False
안드로이드를 사용하신다면 공인인증서로 자동 제출됩니다.,False
서류제출은 끝인가요? ,False
임대차계약서와 계약금지급영수증을 첨부합니다. ,False
대출계약하기를 하면 끝인가요? ,False
심사후 대출계약이 가능합니다. ,False
청년 전월세 대출이 있다는데 맞나요?,False
네 있습니다.,False
월세도 되나요?,False
보증금이 있는 월세면 가능합니다. ,False
OO은행를 사용중인데 거기서 대출도 해주나요？,False
조건이 맞는다면 가능합니다. ,False
대출 조건을 문자로 보내줄 수 있나요? ,False
네 전화번호를 입력해주세요,False
000-0000-0000입니다.,False
문자 발송 해드렸습니다. ,False
조건은 되는거 같은데 한도는 어떻게 되나요?,False
"최대 7천만원, 보금금의 90%까지 가능합니다.",False
금리 적용은 어떻게 되나요?,False
최저금리는 2.43% 입니다. ,False
최고 금리는요? ,False
신용등급에 따라 올라갈 수 있으므로 나의 한도조회를 하시기 바랍니다. ,False
전 최저금리가 적용되는데 바로 신청하면 되나요? ,False
대출신청후 심사결과 확인하시고 대출 계약을 하시면 됩니다. ,False
네 알겠습니다. ,False
문의사항이 없다면 상담을 마치겠습니다. ,False
도시가스요금도 카드로 납부 할 수 있나요?,False
네. 맞습니다.,False
제가 카드사로 전화해야 하나요?,False
네. 카드사로 신청해도 되고 지역별 가스회사에 신청하셔도 됩니다.,False
가스회사에 신청하면 할인이 되나요?,False
아니요. 할인 이벤트는 카드사에서 합니다.,False
제가 카드사에 신청하면 바로 결제되는 건가요?,False
아닙니다. 최초 출금일에 따라 다릅니다.,False
이번 달에 바로 카드로 결제 안되나요?,False
신청한 달에 결제될 수도 있지만 익월에 적용될 수도 있습니다.,False
아무 카드로 납부가 가능해요?,False
대부분 가능하나 할인이벤트가 적용되는 카드가 따로 있습니다. ,False
가능한지 어떻게 알 수 있나요?,False
카드사 홈페이지에서 해당되는 카드를 확인할 수 있습니다. ,False
도시가스 명의자가 카드소유자여야 하나요? ,False
상관없습니다.,False
신청은 전화로만 되나요?,False
신용카드 앱으로도 가능합니다.,False
앱으로 신청해야겠어요.,False
본인 소유의 카드가 할인 혜택이 되시는지 확인후 신청하세요.,False
이번 달 카드 요금을 못낼 거 같은데 방법이 없나요?,False
리볼빙 서비스를 신청하실 수 있습니다. ,False
리볼링서비스가 뭔가요?,False
신용카드 연체를 방지하기 위해 이용하는 서비스입니다.,False
200만원 결제할 게 있는데 전부 다 결제가 다음달로 넘어가나요?,False
아닙니다. 이용금액의 10%는 내야 합니다.,False
그럼 얼마를 내야 하나요?,False
이번달 20만원 결제후 나머지 180만원은 다음달 결제로 이월됩니다.,False
다음 달에도 못내면 어떻게 되나요?,False
연체 이자가 있습니다.,False
연체 이자는 얼마인가요? ,False
리볼링 이자율은 5~24%입니다.,False
제 이자율은 알 수 있나요?,False
신용카드 앱을 사용중이시라면 바로 알 수 있습니다. ,False
언제든지 신청하면 바로 되나요?,False
결제일 한 달 전에 신청해야 합니다.,False
리볼링서비스는 해지하려면 어떻게 되나요?,False
전액 납부시 언제든 해지할 수 있습니다.,False
리볼링 신청하면 단점도 있나요?,False
이자가 비싸므로 장기 사용은 권하지 않습니다.,False
휴대폰으로 소액결제액을 늘릴 수 있나요?,False
휴대폰 소액결제의 한도상향에 대해 궁금하신가요?,False
해당 통신사 홈페이지에서 신청 가능합니다. ,False
컴퓨터 말고 모바일로 안되나요?,False
모바일 앱으로 마이서비스 메뉴를 눌러주세요.,False
소액결제 변경을 하시면 됩니다.,False
바로 적용이 되나요?,False
네 됩니다.,False
소액결제하면 계좌에서 빠지나요?,False
아닙니다. 다음달 휴대폰 요금에 합산되어 청구됩니다.,False
한도가 얼마까지 되나요? ,False
최대 100만원까지 가능합니다.,False
소액 결제한 내용을 볼 수 있나요? ,False
통신사 앱을 이용하거나 휴대폰소액결제대행사에서 확인 가능합니다.,False
정확한 내역이 다 나와요?,False
휴대폰소액결제대행사 홈페이지에서 조회 가능합니다.,False
통신사에서는 어떻게 나오나요?,False
결제한 사이트로 기록됩니다. ,False
아이가 휴대폰 소액결제로 게임머니를 샀어요. ,False
결제후 게임머니를 사용했나요?,False
이미 사용했습니다. ,False
게임회사에 환불 문의를 해보세요.,False
미성년자 핸드폰인데 왜 소액결제가 되나요?,False
소액결제를 차단하지 않으셨기 때문입니다. ,False
처음부터 안되게 해놨으면 이런일이 없잖아요? ,False
지원하지 않는 서비스입니다. ,False
소액결제 차단 할 수 있나요?,False
통신사로 신청하시면 됩니다. ,False
고객센터에 전화해야 하나요? ,False
통신사의 앱이나 홈페이지에서도 가능합니다. ,False
앱은 어디서 신청하나요?,False
어느 통신사를 사용중이신가요? ,False
SK사용해요,False
T world 로그인 후 my T 메뉴를 눌러주세요.,False
했어요.,False
소액결제 변겡 메뉴에서 이용제한을 누르시면 됩니다.,False
그럼 차단이 된건가요?,False
네 바로 적용됩니다. ,False
OO은행에서 300만원 이체를 해야하는데 안되요. 왜그렇죠?,False
이체한도가 설정되어 있기 때문입니다. ,False
이체 한도가 얼마인가요?,False
1회 200만원입니다. ,False
그럼 2번 이체하면 되나요? ,False
1일 200만원입니다. ,False
그럼 내일로 나눠서 보내야 하나요?,False
이체한도를 증액하시면 됩니다. ,False
알려주세요,False
OO은행 설정메뉴에서 인증보안을 눌러주세요.,False
이체 출금 한도변경을 하시면 됩니다. ,False
한도계좌라고 나오는데요?,False
한도계좌 해지하기를 하시면 됩니다.,False
증빙 서류를 내라는데요? ,False
6가지 서류 중 원하시는 서류로 하나 제출하시면 됩니다. ,False
관리비 고지서로 할게요,False
사진찍어서 업로드 하시면 됩니다. ,False
바로 되나요? ,False
3일의 처리시간이 걸립니다. ,False
자동차세금 납부와 관련해서도 물어도 되나요?,False
"네, 고객님 가능합니다. 무엇이 궁금하신가요?",False
"세금고지서를 오늘 받았는데, 납부 방법이 궁금해서요.",False
"네, 그동안은 어떻게 납부하셨었나요?",False
직접 회사 근처 은행에 가서 냈었거든요.,False
"네, 그동안 좀 번거로우셨겠습니다.",False
"네, 시간 맞추기도 힘들고 해서 다른 방법이 있나해서 물어봅니다.",False
가상계좌 납부 방법도 있습니다.,False
가상계좌도 은행이나 자동화기기에 가서 이체 해야 하는거 아닌가요?,False
그렇지 않습니다. 인터넷뱅킹 혹은 스마트뱅킹을 이용해 이체가 가능합니다.,False
핸드폰으로 하는거는 어떤 건가요?,False
ARS와 스마트뱅킹을 이용해 이체 하실 수 있습니다.,False
"네, 고지서 보니 년 2회로 내던데, 한번에 내는 것도 가능한가요?",False
"네, 연납을 말씀하시는 건가요?",False
그게 연납인가요? ,False
"네, 그렇습니다.",False
어떤 사람들은 한번에 내면서 세금 감면도 받는다더라구요.,False
연납을 신청하시면 10% 세금감면혜택을 받으실 수 있습니다.,False
"아, 그렇군요. 여유가 된다면 한번에 내는게 유리하겠네요.",False
"네, 그렇습니다.",False
"엄마가 여행가시며 제게 체크카드를 주고가셨는데, 이걸로 현금 출금해도 되나요?",False
"네, 부모님 체크카드가 맞으시구요?",False
네. 맞아요.,False
체크카드의 비밀번호를 가르쳐주셨다면 출금이 가능합니다.,False
미성년자도 상관없나요?,False
"네, 미성년자도 체크카드 출금이 됩니다.",False
네~ 제가 가지고 있다가 분실한걸 누군가 주워도 비밀번호를 모르니 사용을 못하겠네요?,False
"네, 비밀번호를 모르기에 출금이 안되겠지만 체크카드다 보니 분실신고를 제때 안해주시면 물건 등을 구입할 때 사용할수도 있습니다.",False
아~ 그렇겠네요.,False
"네, 그러니 잘 관리하시는 것이 중요합니다.",False
"제꺼는 통장만 있는데, 현금지급기에서 현금 출금이 되나요?",False
통장에 현금자동화기기 이용 등록이 되어있다면 가능합니다.,False
그건 알 수 없는데..,False
통장 앞페이지 확인이 가능하신가요?,False
"네, 가지고 있어서 확인되요.",False
맨 앞페이지를 보시면 중간쯤 현금자동화기기 이용 가능이라는 문구가 있는가요?,False
아니요. 없는데요.,False
"네, 그렇다면 은행 창구에서 등록을 해주시고 이용하시면 됩니다.",False
통장만 가지고 가면되나요?,False
"네, 신분증과 통장을 들고 가시면 비밀번호 부여 후 가능합니다.",False
카드사로부터 문자 메시지를 받았는데 몇가지 질문 차 문의드립니다.,False
"네, 어떤 문자를 받으셨나요?",False
"간편결제 5천원 할인 혜택이라는데, 이게 뭔말이죠?",False
"네, 5천원 할인혜택 문자이군요.",False
어떤 결제로 할인을 해 준다는 거죠?,False
네이버페이와 카카오페이에 고객님의 카드를 등록할 시 할인혜택을 드린다는 겁니다.,False
전 카카오페이에는 계좌 등록을 해놨어요.,False
"네, 그런식으로 카드도 신규등록하여 적용받으시라는 의미입니다.",False
그럼 계좌 연결한거는 해지 되는거 아닌가요?,False
아닙니다. 결제 시 계좌와 카드 중 골라 쓰시면 됩니다.,False
5천원 혜택은 1회에 한해서인가요?,False
"네, 그렇습니다.",False
그럼 5천원 이상 결제 시 할인혜택을 주는 건가요?,False
네. 맞습니다.,False
할인혜택 기간이 어떻게 되나요?,False
0000년 00월 한달간 진행됩니다.,False
기간이 지나면 혜택을 못 받게되나요?,False
네. 기간 내에 신청하셔야 됩니다.,False
"네, 잘 알겠습니다. 감사합니다.",False
네. 행복한 저녁되세요.,False
카드사에서 간편결제 하면 할인혜택 준다고 해서 등록했는데 궁금한 게 있어서요.,False
"네, 무엇이 궁금하신가요?",False
"친구도 ㅇㅇ카드를 사용하는데, 그 친구는 못받았다고 하네요?",False
"네, 고객님께서는 마케팅 동의에 체크해주셔서 받으셨을 겁니다.",False
아~ 마케팅 동의를 하면 다 보내주는 거예요?,False
마케팅 동의 외에도 몇가지 조건들이 부합되어 받게 되셨을 겁니다.,False
그래요? 어떤 조건이 있죠?,False
1년간 네이버페이나 카카오페이에 대한 결제이력이 없는 분들에 한해 보내진걸로 확인됩니다.,False
"네, 그리고 또 궁금한게 있는데요,",False
"네, 무엇인가요?",False
"5천원 할인혜택이라고 했는데, 제가 5만원을 결제해도 할인이 안되었더라구요. 왜 그런거죠?",False
"네, ㅇㅇ카드로 10만원 이상 결제시 5천원을 할인해 드리는 겁니다.",False
"와~ 끽 해봐야 8~9만원짜리 결제도 손떨리는데, 10만원 이상을 써야 되는거였어요?",False
그렇지 않습니다. 등록 후 결제금액 합산으로 10만원 이상만 넘으면 됩니다.,False
아~ 그렇죠? 어쩐지 배보다 배꼽이 더 크다했어요.,False
"네, 놀라시게 했다면 죄송합니다.",False
다른 궁금한게 있으면 이리로 계속 물어보면 되나요?,False
"네, 간단한 질문은 이쪽으로 주시고 개인정보가 많이 들어가는 부분은 콜센터로 문의 주시면 됩니다.",False
"네, 답변 감사합니다. 수고하세요.",False
"네, 감사합니다.",False
"제가 고등학생인데요, ATM기에서 출금할 때 한도가 있다고 하던데, 얼마까지 되나요?",False
"네, 고객님. 1일 한도 30만원, 한달 한도 100만원입니다.",False
"50만원을 뽑아야 되는데, 그럼 오늘 다 뽑을 수 없는건가요?",False
"네, 그렇습니다.",False
청소년은 한도가 낮게 되어 있는 건가요?,False
"네, 말씀드린 한도가 청소년에게 적용되는 한도입니다.",False
은행에 가서 찾아도 그런가요?,False
은행에 직접 가실경우 1일 한도가 100만원이라 50만원을 찾으실 수 있습니다.,False
100만원 이상 뽑을려면 어떻게 해야되는데요?,False
부모님 동행으로 가시면 가능합니다.,False
"그럼 토스도 사용하고 있는데, 청소년 한도가 OO은행과 토스 두 군데 합해서 적용이 되나요?",False
아닙니다. OO은행 자체에서만 30만원 한도라 토스머니로 20만원을 충전해서 찾으실 수 있습니다.,False
토스 한도는 얼마나 되는가요?,False
"토스도 청소년 한도가 적용되어 1일 20만원, 한달 80만원으로 정해져있습니다.",False
그건 왜 또 적은거죠?,False
금융사마다 한도가 약간씩 차이가 있어 그렇습니다.,False
"체크카드는 영업시간 후에 가니 수수료가 있더라구요, 토스도 있겠죠?",False
토스는 수수료 면제입니다.,False
"아, 좋네요. 감사합니다.",False
네. 행복한 하루되세요.,False
"카톡 송금이 그렇게 편하다고 하던데, 어떻게 하는 건가요?",False
"네, 계좌번호와 연락처를 몰라도 카톡친구라면 다 보낼 수 있단 장점이 있어 많이들 사용하십니다.",False
"와, 그런게 가능하단 말인가요?",False
"네, 그렇습니다.",False
어떻게 그렇게 보낼 수 있죠?,False
카톡 친구 프로필 화면에서 송금 메뉴를 터치해주시면 됩니다.,False
"아, 그래요? 그런데, 돈은 어디서 나가는 거죠?",False
"네, 카카오페이에서 자동출금이 됩니다.",False
전 카카오페이를 사용하지 않고 있는데요?,False
그러시다면 카카오페이 등록부터 해주셔야 합니다.,False
간단하다더니 등록부터 해야되는군요.,False
한번 등록해 놓으시면 그 뒤로는 바로바로 송금이 가능합니다.,False
아~ 한번만 하는 겁니까?,False
"네, 그렇습니다.",False
카카오페이에 들어가서 등록하면 돈을 카카오페이로 포인트 적립하듯 이체해 놔야 하는건가요?,False
그렇지 않습니다. 고객님께서 사용하시는 주거래 은행의 계좌를 연결 해 놓으시면 됩니다.,False
그럼 바로바로 빠져 나가는건가요?,False
"네, 맞습니다.",False
그럼 제가 받았을 때는 어떻게 되죠?,False
카카오페이로 송금 받게됩니다.,False
"카카오페이가 편하다고 해서 요번에 등록 해볼려고 하는데, 몇가지 물어볼게 있어서요.",False
"네, 고객님. 궁금한걸 한가지씩 여쭤봐주세요.",False
카카오페이를 등록하면 돈을 카뱅으로 입금해야 되는건가요?,False
그렇지 않습니다. OO은행와 카카오페이는 입출금되는 형태가 다릅니다.,False
어떻게 다른데요?,False
OO은행는 종이 통장만 없다 뿐이지 일반 은행업무와 동일한 서비스를 하고 있습니다.,False
카카오페이는요?,False
카카오페이의 경우 온라인구매 혹은 송금서비스를 지원해 주는 중간매체입니다.,False
"아, 그렇게 얘기하니 좀 이해가 될 듯한데요. 그래도 헷갈리네요.",False
"네, 계속 사용하시다 보면 개념이 잡힐 겁니다.",False
그럼 온라인구매든 송금이든 할려면 카카오페이에 돈이 있어야 할텐데 그건 어떻게 해야되나요?,False
카카오페이를 등록하면서 고객님의 주거래 계좌를 연동 시켜놓으시면 됩니다.,False
그럼 카카오페이에서 송금시 제 통장에서 바로 빠져나가게 되는건가요?,False
"네, 그렇습니다.",False
